HOUR of YEAR,HOUR-MST,Avg Global Horizontal [W/m^2],Avg Avg Wind Speed @ 50m [m/s]
5232,0,-3.7373,4.9797
5233,1,-3.3826,1.9386
5234,2,-4.9533,1.304
5235,3,-2.1922,1.7404
5236,4,-1.9198,1.6429
5237,5,-0.1172,1.8031
5238,6,53.0263,3.5946
5239,7,204.395,2.5994
5240,8,268.2985,1.6463
5241,9,417.169,2.3402
5242,10,625.7952,2.8917
5243,11,576.1675,3.2324
5244,12,763.7503,3.4769
5245,13,761.6975,3.1807
5246,14,517.6982,4.4567
5247,15,535.8755,5.6075
5248,16,492.7493,4.8769
5249,17,268.48,4.2099
5250,18,68.3121,9.205
5251,19,15.815,8.4889
5252,20,-5.9267,6.5584
5253,21,-6.7326,4.5673
5254,22,-1.5781,2.9024
5255,23,-4.5707,3.259
5256,0,-3.0037,3.5381
5257,1,-3.1312,3.1422
5258,2,-1.5194,3.1711
5259,3,-0.9692,3.7934
5260,4,-2.4841,3.2131
5261,5,-2.4256,3.4535
5262,6,27.8888,3.2757
5263,7,129.0289,1.7549
5264,8,234.9067,2.0789
5265,9,570.8442,3.7683
5266,10,599.9527,4.4612
5267,11,401.8245,3.1423
5268,12,760.4402,2.8131
5269,13,829.9903,2.1909
5270,14,585.0842,4.1926
5271,15,298.646,3.2566
5272,16,231.8013,5.1381
5273,17,425.9047,6.3016
5274,18,127.1132,4.7967
5275,19,30.2609,4.3239
5276,20,-7.4446,4.0809
5277,21,-3.1999,5.3328
5278,22,-3.5594,3.4561
5279,23,-1.0587,2.6763
5280,0,-1.7833,1.8321
5281,1,-5.3063,3.1743
5282,2,-5.791,3.7954
5283,3,-2.6838,3.2815
5284,4,-1.6037,4.1517
5285,5,-2.0202,3.135
5286,6,37.5216,2.3674
5287,7,211.4495,1.2975
5288,8,360.2188,1.7902
5289,9,554.61,2.119
5290,10,788.196,3.6388
5291,11,878.0775,3.4655
5292,12,988.1743,2.8653
5293,13,948.5553,2.8535
5294,14,794.4463,2.9474
5295,15,373.1177,3.9459
5296,16,166.4032,1.8141
5297,17,162.5942,1.4899
5298,18,141.1395,2.4358
5299,19,67.8694,2.2064
5300,20,-11.4349,6.1015
5301,21,-7.2547,2.7575
5302,22,-5.2509,2.7023
5303,23,-3.8469,4.1123
5304,0,-3.3526,1.7462
5305,1,-3.9887,2.7403
5306,2,-2.0398,2.102
5307,3,-1.2136,2.963
5308,4,-2.2175,3.7343
5309,5,-2.4377,3.541
5310,6,34.6138,3.9227
5311,7,209.4645,2.5147
5312,8,332.7195,1.5296
5313,9,528.698,1.7585
5314,10,649.8672,1.4592
5315,11,793.4518,2.9076
5316,12,734.8685,4.0019
5317,13,159.361,4.194
5318,14,757.6693,2.1148
5319,15,457.361,8.1007
5320,16,478.5965,7.5677
5321,17,365.58,7.0058
5322,18,190.4826,6.9223
5323,19,38.4001,5.6641
5324,20,-9.4498,5.3312
5325,21,-4.5671,4.5889
5326,22,-3.7216,3.3442
5327,23,-2.3412,2.626
5328,0,-1.6977,3.7643
5329,1,-1.978,3.3534
5330,2,0.0419,2.6146
5331,3,1.0417,2.5696
5332,4,2.0186,2.8607
5333,5,-2.6853,4.308
5334,6,30.8264,3.0907
5335,7,205.3891,2.5522
5336,8,351.452,2.2258
5337,9,553.6475,2.8085
5338,10,808.806,2.486
5339,11,882.2437,1.7768
5340,12,940.089,2.5927
5341,13,706.3522,2.3997
5342,14,176.6152,2.7247
5343,15,262.753,3.1919
5344,16,189.8547,2.0696
5345,17,100.7721,6.9094
5346,18,54.8429,6.4527
5347,19,11.9171,7.0006
5348,20,-2.2984,6.4092
5349,21,-2.1003,5.2672
5350,22,-0.6327,5.1418
5351,23,-5.5029,4.2663
5352,0,-3.7796,2.4451
5353,1,-1.3806,3.5309
5354,2,-1.6311,5.309
5355,3,-1.6684,4.5915
5356,4,-2.0976,4.353
5357,5,-3.2241,4.5129
5358,6,35.0269,4.3174
5359,7,197.1568,2.7639
5360,8,346.1743,2.3496
5361,9,533.1613,1.8959
5362,10,752.464,2.5551
5363,11,904.5117,3.6175
5364,12,750.0555,3.9316
5365,13,531.879,3.1463
5366,14,316.7503,2.8294
5367,15,545.8708,3.6896
5368,16,389.3518,3.6154
5369,17,209.2632,2.4578
5370,18,53.7425,1.7582
5371,19,10.8231,4.0706
5372,20,-3.5883,5.946
5373,21,2.9145,3.8738
5374,22,4.0264,4.204
5375,23,3.0037,3.2548
5376,0,0.2808,2.0464
5377,1,1.8861,1.3896
5378,2,1.9262,1.903
5379,3,3.4428,2.4119
5380,4,2.1852,2.8939
5381,5,0.8488,2.5156
5382,6,38.7767,1.7921
5383,7,150.4673,1.8041
5384,8,435.419,3.1554
5385,9,591.4868,3.1734
5386,10,768.164,3.3227
5387,11,764.8007,2.9803
5388,12,705.2482,2.1785
5389,13,556.8115,4.1365
5390,14,512.3028,4.8214
5391,15,302.5683,3.7562
5392,16,238.7253,3.1245
5393,17,191.6207,2.0532
5394,18,120.2198,2.6378
5395,19,39.2433,5.3153
5396,20,-8.5998,3.6334
5397,21,-2.7991,2.307
5398,22,-2.2682,3.4206
5399,23,-2.2815,3.6238
5400,0,-3.2131,1.8992
5401,1,-2.5576,0.8039
5402,2,-1.8951,1.1136
5403,3,-2.2225,2.5633
5404,4,-0.8127,1.5367
5405,5,-0.5768,2.6884
5406,6,30.9986,3.5389
5407,7,186.1858,1.272
5408,8,357.95,1.7274
5409,9,553.1233,2.3241
5410,10,726.8667,2.3096
5411,11,874.3645,3.4819
5412,12,1006.2107,4.2939
5413,13,764.1827,3.7391
5414,14,187.6952,3.7594
5415,15,261.3192,1.5372
5416,16,626.437,3.3593
5417,17,318.2425,5.8584
5418,18,196.3356,7.9849
5419,19,15.0314,6.7588
5420,20,-5.2838,7.6159
5421,21,-3.5968,6.3905
5422,22,-5.8657,3.3626
5423,23,-3.7438,3.882
5424,0,-2.4163,3.6444
5425,1,-1.9812,2.708
5426,2,-1.9571,2.1406
5427,3,0.5202,3.0578
5428,4,-1.5984,3.7907
5429,5,-0.8861,3.5436
5430,6,29.6237,2.0454
5431,7,172.5463,2.2008
5432,8,360.163,1.9242
5433,9,527.2357,2.4821
5434,10,741.2432,2.2465
5435,11,861.7323,3.5501
5436,12,967.4017,3.3938
5437,13,558.1745,3.1759
5438,14,246.5943,2.5701
5439,15,680.542,3.1514
5440,16,236.9538,3.0938
5441,17,79.4097,4.4785
5442,18,184.8523,7.5106
5443,19,27.3746,2.7423
5444,20,-7.8582,3.5652
5445,21,-2.9224,3.3346
5446,22,-1.6408,3.6406
5447,23,-5.0467,3.9003
5448,0,-1.7702,3.4837
5449,1,-1.6305,3.8501
5450,2,0.2508,7.6408
5451,3,-0.3549,4.0867
5452,4,-0.2707,1.1266
5453,5,2.8214,1.6548
5454,6,25.2311,5.611
5455,7,137.8181,11.5745
5456,8,355.8193,8.3073
5457,9,441.3538,5.4554
5458,10,615.4593,5.3211
5459,11,728.0877,4.9956
5460,12,432.4533,3.4064
5461,13,678.1548,2.6995
5462,14,521.984,1.6579
5463,15,402.1845,3.4761
5464,16,21.6716,9.71
5465,17,204.31,5.3255
5466,18,73.3939,3.7542
5467,19,46.5796,6.9362
5468,20,0.6163,2.6856
5469,21,-0.8904,3.6249
5470,22,0.156,3.1209
5471,23,1.7151,3.8118
5472,0,-0.9354,4.5296
5473,1,-2.068,3.798
5474,2,-2.0805,3.2803
5475,3,-1.3429,0.9399
5476,4,-1.0256,2.3187
5477,5,-1.7707,3.1082
5478,6,25.892,2.7286
5479,7,167.6473,1.6712
5480,8,281.7697,1.8643
5481,9,517.2172,2.1309
5482,10,687.0843,3.7096
5483,11,840.2167,4.36
5484,12,664.014,5.5847
5485,13,361.0454,4.8809
5486,14,323.8059,3.6901
5487,15,512.4727,2.3518
5488,16,325.606,1.7079
5489,17,189.389,2.4006
5490,18,140.2588,5.173
5491,19,8.0754,5.1496
5492,20,-5.0171,3.7793
5493,21,-4.0309,2.219
5494,22,-2.7786,4.9431
5495,23,-3.2671,3.5344
5496,0,-3.856,2.6842
5497,1,-1.0856,5.9948
5498,2,-4.9617,6.5141
5499,3,-6.4687,3.5998
5500,4,-4.2981,4.3177
5501,5,-1.7248,7.5816
5502,6,25.0043,10.7839
5503,7,169.5192,5.3832
5504,8,345.278,2.2493
5505,9,536.1777,1.5776
5506,10,720.4538,4.4138
5507,11,643.9423,3.8968
5508,12,815.5877,3.7432
5509,13,794.2667,4.25
5510,14,628.8395,3.5081
5511,15,440.4803,3.128
5512,16,256.8027,3.4239
5513,17,78.1506,6.3289
5514,18,14.1699,7.5588
5515,19,0.7792,4.5129
5516,20,-4.1298,3.6646
5517,21,-2.2138,1.6259
5518,22,-1.6222,1.8169
5519,23,-1.5922,2.6392
5520,0,-1.2213,5.1332
5521,1,-1.3618,4.8596
5522,2,-0.9788,1.6421
5523,3,-0.58,2.8529
5524,4,-2.212,1.3772
5525,5,-2.2224,0.4143
5526,6,34.0893,1.3676
5527,7,69.3884,1.2571
5528,8,202.2487,2.3696
5529,9,290.1287,3.5819
5530,10,729.2833,4.762
5531,11,726.3655,4.4515
5532,12,671.2263,3.9592
5533,13,734.599,4.1506
5534,14,847.1852,3.9562
5535,15,708.6953,3.5577
5536,16,547.1315,4.1315
5537,17,368.656,4.0763
5538,18,162.183,3.7906
5539,19,10.8116,2.4648
5540,20,-10.1553,2.5758
5541,21,-5.169,3.0955
5542,22,-3.4432,3.1187
5543,23,-2.626,2.139
5544,0,-2.9453,1.6745
5545,1,-1.5577,2.2502
5546,2,1.1056,1.5216
5547,3,1.223,1.0691
5548,4,4.0283,3.9661
5549,5,0.8053,3.9778
5550,6,20.9447,3.6698
5551,7,148.0687,2.5019
5552,8,322.9632,3.0248
5553,9,527.6217,2.8579
5554,10,717.0647,6.6582
5555,11,783.4652,7.6067
5556,12,830.3257,7.8616
5557,13,802.2528,4.3719
5558,14,841.3442,8.2474
5559,15,749.8402,5.7979
5560,16,385.918,4.5919
5561,17,299.9594,3.4149
5562,18,79.6074,1.9235
5563,19,5.3784,1.0558
5564,20,-8.6358,2.2319
5565,21,-3.418,5.1047
5566,22,-1.3955,5.9759
5567,23,-3.252,4.8238
5568,0,-3.8186,2.3961
5569,1,-2.9647,1.971
5570,2,-4.4336,1.7841
5571,3,-0.6482,1.3279
5572,4,-1.4478,1.6454
5573,5,-0.881,2.2633
5574,6,22.1689,4.7268
5575,7,151.5238,5.2615
5576,8,333.1142,3.7242
5577,9,525.3767,2.9541
5578,10,699.4532,2.4496
5579,11,835.1348,4.2001
5580,12,878.9092,7.5313
5581,13,903.704,7.4663
5582,14,796.4165,7.4105
5583,15,659.4482,6.0303
5584,16,557.4743,7.2518
5585,17,302.7986,5.239
5586,18,138.3453,9.3211
5587,19,10.3747,8.3464
5588,20,-7.0452,6.2462
5589,21,-10.1981,2.8511
5590,22,-5.3651,3.5268
5591,23,-2.0819,4.446
5592,0,-2.8807,5.9782
5593,1,-2.2529,3.9325
5594,2,-1.0322,2.8502
5595,3,-1.1747,2.106
5596,4,-3.0916,1.6498
5597,5,-1.305,3.0755
5598,6,22.9228,3.1861
5599,7,191.1567,1.9985
5600,8,357.6153,2.2513
5601,9,470.1907,5.5498
5602,10,725.2328,9.1378
5603,11,865.8952,8.5102
5604,12,977.0945,6.9648
5605,13,451.082,8.5831
5606,14,461.5588,6.3055
5607,15,691.9087,5.3284
5608,16,470.755,5.8344
5609,17,288.2348,6.1495
5610,18,115.7523,4.7428
5611,19,5.9108,3.6719
5612,20,-7.359,1.7736
5613,21,-1.5254,2.5608
5614,22,-0.3698,2.312
5615,23,-4.0558,2.891
5616,0,-5.8825,0.685
5617,1,-4.6213,3.0357
5618,2,-2.603,3.5911
5619,3,-1.9813,3.5181
5620,4,-2.1478,2.6787
5621,5,-2.4037,3.1812
5622,6,16.8268,2.6849
5623,7,133.9116,2.3889
5624,8,327.8812,2.2162
5625,9,536.2402,2.7361
5626,10,720.3907,3.2436
5627,11,842.3387,3.1462
5628,12,880.212,2.8444
5629,13,850.9032,2.4184
5630,14,832.1573,1.9811
5631,15,689.1892,2.9026
5632,16,467.1735,2.2023
5633,17,346.8553,1.5296
5634,18,126.0588,1.9446
5635,19,1.6676,1.3143
5636,20,-9.884,2.753
5637,21,-3.9546,4.4124
5638,22,-3.84,1.7703
5639,23,-2.5908,1.1566
5640,0,-1.0824,1.7182
5641,1,-0.9603,1.2203
5642,2,-0.6288,0.6412
5643,3,-2.3585,0.9518
5644,4,0.3569,2.3036
5645,5,-0.4593,2.0204
5646,6,17.3503,1.1776
5647,7,136.0388,2.1644
5648,8,317.8043,2.3349
5649,9,532.5577,1.8522
5650,10,697.7948,3.1823
5651,11,825.4227,2.027
5652,12,896.9823,2.0624
5653,13,885.2607,2.6038
5654,14,763.4227,3.7285
5655,15,575.3565,2.2544
5656,16,438.91,2.9905
5657,17,143.2978,2.6192
5658,18,41.4254,2.9369
5659,19,6.1418,1.7529
5660,20,-8.6278,1.3742
5661,21,-4.7042,2.3723
5662,22,-1.452,2.5674
5663,23,-2.749,4.5582
5664,0,-1.8384,5.4087
5665,1,-3.7982,5.1207
5666,2,-5.9426,2.9341
5667,3,-3.5518,3.132
5668,4,-1.3219,2.9071
5669,5,0.7519,1.1435
5670,6,15.2858,1.2118
5671,7,146.7025,4.196
5672,8,330.5118,3.7966
5673,9,528.1528,1.5952
5674,10,697.3167,2.2796
5675,11,782.37,2.1421
5676,12,884.2492,2.9541
5677,13,880.664,3.7325
5678,14,813.4862,3.7098
5679,15,673.5162,4.505
5680,16,403.1979,4.4453
5681,17,173.6343,2.4864
5682,18,139.4107,5.1833
5683,19,0.2797,5.7603
5684,20,-7.2252,5.0697
5685,21,-4.2014,3.3266
5686,22,-3.0691,3.1945
5687,23,-3.4177,3.9775
5688,0,-6.0601,5.09
5689,1,-1.6915,3.3532
5690,2,-2.6246,4.22
5691,3,-6.1586,2.7124
5692,4,-1.3572,2.1061
5693,5,0.0249,1.9498
5694,6,19.0941,2.752
5695,7,121.2543,2.7997
5696,8,338.8213,3.0725
5697,9,512.0083,1.6732
5698,10,663.482,2.1719
5699,11,819.0017,2.5516
5700,12,644.1213,3.5578
5701,13,196.7153,5.9281
5702,14,247.6822,6.1638
5703,15,429.089,4.9205
5704,16,308.6427,4.7192
5705,17,165.6248,3.236
5706,18,91.0465,1.6901
5707,19,-2.9772,2.3901
5708,20,-7.2116,3.3656
5709,21,-4.0683,3.5026
5710,22,-1.8841,3.5659
5711,23,-2.7541,3.6954
5712,0,-1.8541,6.5287
5713,1,-1.1839,7.9257
5714,2,-3.0702,6.035
5715,3,-1.0631,8.7908
5716,4,-0.2494,10.9074
5717,5,-2.5155,9.5348
5718,6,10.3735,9.3155
5719,7,75.9074,8.951
5720,8,258.9713,9.2522
5721,9,207.9215,9.2057
5722,10,337.454,6.5817
5723,11,737.7822,8.236
5724,12,661.213,10.3229
5725,13,433.3502,10.5227
5726,14,285.066,9.165
5727,15,252.3866,8.1225
5728,16,274.8285,5.3013
5729,17,130.8519,2.5273
5730,18,65.2823,0.8819
5731,19,2.5824,1.9259
5732,20,-5.962,2.8919
5733,21,-1.9556,2.7352
5734,22,-1.6033,2.9164
5735,23,1.4673,3.2433
5736,0,-1.6806,5.713
5737,1,-1.7393,4.8387
5738,2,-2.2823,3.2459
5739,3,-4.4576,2.5259
5740,4,-4.229,1.7275
5741,5,-3.2199,1.7737
5742,6,13.5968,1.3276
5743,7,96.1908,3.0722
5744,8,339.6302,5.0644
5745,9,317.8098,2.222
5746,10,632.2172,2.8346
5747,11,830.9063,3.6064
5748,12,525.2018,4.1095
5749,13,792.7773,4.0145
5750,14,637.8415,3.2251
5751,15,663.9918,3.6918
5752,16,524.2738,4.2082
5753,17,285.6225,4.5805
5754,18,19.7417,2.4889
5755,19,-1.6498,3.2941
5756,20,-4.3186,4.7382
5757,21,-5.0728,3.5146
5758,22,-3.8923,2.4373
5759,23,-4.3813,3.1403
5760,0,-4.0981,2.1851
5761,1,-2.1473,2.1169
5762,2,-1.9162,2.334
5763,3,-1.3583,2.498
5764,4,-1.3478,1.5982
5765,5,-0.9588,3.5697
5766,6,10.0019,2.2039
5767,7,126.2055,1.6267
5768,8,307.0623,0.6848
5769,9,475.9067,1.7263
5770,10,655.7615,2.2601
5771,11,795.3683,2.6865
5772,12,865.5428,2.8157
5773,13,862.1017,3.1229
5774,14,794.315,2.8815
5775,15,640.6465,3.221
5776,16,453.7998,3.5066
5777,17,291.5412,3.6822
5778,18,105.4638,3.8785
5779,19,-8.0097,6.0134
5780,20,-8.9098,6.5075
5781,21,-5.0598,5.9044
5782,22,-4.3858,3.3092
5783,23,-3.2155,3.1644
5784,0,-1.9457,1.5278
5785,1,2.223,3.0569
5786,2,-2.4612,3.5832
5787,3,-4.5669,1.4654
5788,4,-1.2946,0.9425
5789,5,1.316,2.3645
5790,6,14.2193,2.5059
5791,7,138.463,2.1217
5792,8,303.257,4.5329
5793,9,504.8923,3.7722
5794,10,724.0048,4.0846
5795,11,808.076,4.0478
5796,12,838.7722,3.1822
5797,13,633.4362,3.3839
5798,14,625.844,5.3423
5799,15,322.2743,4.4723
5800,16,280.145,5.3214
5801,17,193.5276,6.9315
5802,18,33.0285,5.1281
5803,19,-0.3885,5.9283
5804,20,-3.22,5.4835
5805,21,-3.6496,8.9427
5806,22,-2.6557,10.2124
5807,23,-2.9801,6.1253
5808,0,-4.0793,3.4913
5809,1,-1.4106,7.7874
5810,2,-2.1505,12.1168
5811,3,-1.8497,9.536
5812,4,-0.8287,9.5005
5813,5,-2.5112,6.0744
5814,6,2.3548,4.7825
5815,7,59.4552,4.1805
5816,8,131.2307,5.3446
5817,9,225.9935,4.7434
5818,10,435.659,2.8955
5819,11,755.0747,3.6374
5820,12,525.3792,3.8211
5821,13,806.6935,2.8409
5822,14,287.7079,3.7629
5823,15,-5.8868,10.6811
5824,16,116.5295,4.2628
5825,17,223.9263,2.5551
5826,18,158.6989,2.1053
5827,19,7.0081,5.9564
5828,20,-1.6833,4.6982
5829,21,-2.3006,2.9608
5830,22,-1.6188,2.4925
5831,23,0.3398,4.4148
5832,0,1.4117,5.2524
5833,1,0.7516,3.9261
5834,2,1.0635,2.103
5835,3,3.417,2.3984
5836,4,4.1711,3.1239
5837,5,3.2686,5.4809
5838,6,16.2071,7.4274
5839,7,139.1228,6.5966
5840,8,332.5293,5.6758
5841,9,531.9732,7.34
5842,10,715.5765,5.3013
5843,11,834.5979,6.7197
5844,12,946.5608,5.3576
5845,13,771.133,3.9308
5846,14,591.4347,3.486
5847,15,264.3465,2.476
5848,16,204.9624,5.7368
5849,17,326.4095,5.7131
5850,18,107.544,1.6718
5851,19,-6.9734,1.6153
5852,20,-7.8002,3.7864
5853,21,-1.6948,5.8635
5854,22,1.1711,6.8734
5855,23,-3.0793,5.4175
5856,0,-0.2635,12.0905
5857,1,-1.3451,7.824
5858,2,-2.1701,4.8475
5859,3,0.3121,9.8346
5860,4,-3.2351,11.3587
5861,5,-4.7334,6.9738
5862,6,9.0431,6.9557
5863,7,139.1983,6.1339
5864,8,268.8415,5.5072
5865,9,467.6688,6.3504
5866,10,684.3482,5.8347
5867,11,831.0358,4.4512
5868,12,784.229,3.6564
5869,13,779.5538,2.7132
5870,14,346.1042,4.3007
5871,15,216.7815,5.1786
5872,16,180.3262,4.4928
5873,17,158.0721,3.7941
5874,18,40.2812,2.8236
5875,19,-4.2541,5.9885
5876,20,-6.2329,5.0576
5877,21,-0.9978,7.0141
5878,22,-4.2671,5.6685
5879,23,-4.4012,2.7514
5880,0,-2.8491,1.6573
5881,1,-3.2189,2.4166
5882,2,0.1176,2.2412
5883,3,3.6522,7.6959
5884,4,-2.7683,6.1274
5885,5,-2.4007,3.0516
5886,6,5.0849,2.0714
5887,7,66.167,2.2365
5888,8,131.4564,3.0514
5889,9,126.874,2.7053
5890,10,285.6513,2.7997
5891,11,255.0633,6.7198
5892,12,531.9625,4.7198
5893,13,700.9335,4.1935
5894,14,223.6098,5.233
5895,15,181.7158,10.6094
5896,16,63.7159,8.5703
5897,17,101.052,5.0235
5898,18,35.2911,4.3013
5899,19,4.2798,4.8609
5900,20,-1.9719,2.3862
5901,21,-1.5229,2.787
5902,22,-1.044,2.6328
5903,23,-2.4915,2.5177
5904,0,-1.3131,2.5897
5905,1,0.7659,3.3066
5906,2,-3.6031,2.0982
5907,3,-2.8487,1.8022
5908,4,-1.1486,1.4211
5909,5,-0.7803,1.9993
5910,6,6.036,1.7377
5911,7,132.7375,4.6016
5912,8,331.865,2.2204
5913,9,525.8893,1.9751
5914,10,633.1717,3.1723
5915,11,796.5693,4.5331
5916,12,770.9462,3.9565
5917,13,761.0105,4.6978
5918,14,385.0165,3.4908
5919,15,75.385,3.372
5920,16,97.894,5.9962
5921,17,102.8254,6.1406
5922,18,37.478,5.0857
5923,19,-0.2666,3.0369
5924,20,-4.0081,1.9129
5925,21,-3.3836,2.5356
5926,22,-0.1478,5.3877
5927,23,-0.0607,5.2759
5928,0,-2.957,1.244
5929,1,-1.8655,1.1459
5930,2,-1.2765,1.113
5931,3,0.0822,3.5148
5932,4,-0.1359,3.6382
5933,5,-0.6961,3.4676
5934,6,8.6142,10.1557
5935,7,78.9359,10.4623
5936,8,170.3728,7.306
5937,9,458.6748,9.948
5938,10,654.1253,9.7265
5939,11,744.4282,6.1115
5940,12,651.8793,4.4793
5941,13,680.6832,4.9113
5942,14,555.6688,5.6524
5943,15,392.8372,4.62
5944,16,213.9414,3.3816
5945,17,31.9031,5.6056
5946,18,7.2446,10.0076
5947,19,5.4486,5.3485
5948,20,-2.4806,2.5055
5949,21,-1.2476,1.9042
5950,22,-3.5253,4.2212
5951,23,-2.704,4.3363
5952,0,-1.8374,3.297
5953,1,0.5294,3.3627
5954,2,-2.7086,2.9924
5955,3,-0.931,4.0013
5956,4,-0.6528,4.3223
5957,5,-3.4264,3.0995
5958,6,14.9882,4.2083
5959,7,114.3598,6.3729
5960,8,197.6715,5.9529
5961,9,430.8193,3.6836
5962,10,664.5953,8.2093
5963,11,568.06,7.2509
5964,12,566.1638,4.9238
5965,13,577.253,4.7816
5966,14,862.7343,4.6153
5967,15,442.3812,3.8065
5968,16,183.3843,2.4222
5969,17,130.9121,3.9864
5970,18,64.167,3.7838
5971,19,-1.2018,2.4745
5972,20,-7.3043,1.9503
5973,21,-3.0178,4.0346
5974,22,-2.1388,4.3625
5975,23,-3.3602,5.5091
5976,0,-3.2945,4.7848
5977,1,-4.2526,2.0392
5978,2,-3.9503,3.0702
5979,3,-1.9189,3.2995
5980,4,-0.9832,1.0366
5981,5,-1.9292,2.6727
5982,6,5.9322,1.7468
5983,7,99.1947,2.5812
5984,8,122.8829,6.1068
5985,9,490.8652,5.5933
5986,10,360.198,5.7354
5987,11,661.3065,3.7558
5988,12,411.2313,2.9311
5989,13,389.8169,4.0049
5990,14,84.3654,12.0846
5991,15,295.6273,3.1687
5992,16,489.8792,10.2949
5993,17,314.599,11.6096
5994,18,114.9381,7.9512
5995,19,-4.789,4.5871
5996,20,-3.9487,7.9102
5997,21,-2.9082,8.4194
5998,22,-1.6772,7.9908
5999,23,-2.2747,7.1857
6000,0,-1.7254,9.6749
6001,1,-3.8175,6.3619
6002,2,-6.836,4.309
6003,3,-4.3073,3.3835
6004,4,-1.8816,3.9359
6005,5,-0.3291,4.3362
6006,6,7.239,6.837
6007,7,110.2369,4.7034
6008,8,307.7316,4.4047
6009,9,514.0252,2.0874
6010,10,690.977,2.7797
6011,11,808.663,5.2024
6012,12,871.3457,4.1563
6013,13,867.1415,4.059
6014,14,797.1437,5.3285
6015,15,670.313,4.2894
6016,16,479.2818,4.4486
6017,17,290.5302,3.6337
6018,18,75.1384,3.0566
6019,19,-12.9148,3.2991
6020,20,-8.5535,3.6481
6021,21,-4.6454,4.5751
6022,22,-3.0617,4.5769
6023,23,-2.6437,5.8255
6024,0,-3.4363,4.4957
6025,1,-3.8442,2.8171
6026,2,-2.2798,3.3317
6027,3,-0.896,2.1478
6028,4,-4.3048,1.8949
6029,5,-2.6022,3.289
6030,6,6.3997,3.2815
6031,7,123.9516,1.6899
6032,8,321.8548,1.8686
6033,9,529.6417,2.665
6034,10,694.4492,3.8043
6035,11,807.8123,3.6623
6036,12,868.3793,2.9291
6037,13,881.3197,6.6075
6038,14,809.536,5.5704
6039,15,543.4643,3.9631
6040,16,421.0278,2.2166
6041,17,288.9872,6.69
6042,18,71.9745,4.0891
6043,19,-11.696,3.4883
6044,20,-7.6361,3.8057
6045,21,-4.1665,4.3817
6046,22,-3.432,4.2061
6047,23,-4.6838,2.5234
6048,0,-5.8367,2.0906
6049,1,-2.6611,4.6399
6050,2,-4.0888,2.8561
6051,3,-1.8943,2.0149
6052,4,-1.5117,2.6899
6053,5,-2.2903,2.6733
6054,6,4.6782,1.8598
6055,7,123.1697,3.2036
6056,8,321.1782,1.2977
6057,9,528.8682,1.8628
6058,10,694.319,3.4934
6059,11,807.8437,4.8879
6060,12,869.2307,4.2044
6061,13,856.2957,4.5517
6062,14,814.462,3.9745
6063,15,659.7026,3.5287
6064,16,427.7872,5.0915
6065,17,196.591,8.5138
6066,18,71.4982,6.2076
6067,19,-9.7986,3.9831
6068,20,-5.2964,3.3117
6069,21,-3.9826,4.0383
6070,22,-3.5278,5.2169
6071,23,-4.2918,5.8778
6072,0,-4.7736,4.524
6073,1,-4.7893,6.2155
6074,2,-3.8958,5.521
6075,3,-2.8324,3.4748
6076,4,-2.4597,5.2655
6077,5,-1.1808,5.1164
6078,6,1.2578,4.3397
6079,7,95.1365,4.2965
6080,8,295.699,3.4026
6081,9,500.026,3.2395
6082,10,621.7436,1.7531
6083,11,783.1875,2.3669
6084,12,839.1803,3.6136
6085,13,826.9567,3.227
6086,14,750.2775,2.2347
6087,15,622.4062,1.8222
6088,16,454.953,2.3597
6089,17,278.4575,1.8738
6090,18,56.527,1.8727
6091,19,-14.1957,1.713
6092,20,-8.3864,2.1294
6093,21,-2.9929,3.3382
6094,22,-2.8731,3.4767
6095,23,-2.849,3.7205
6096,0,-3.4971,3.0817
6097,1,-1.5089,1.8526
6098,2,-2.4792,2.5566
6099,3,-3.5082,2.3342
6100,4,-0.2185,1.8236
6101,5,-0.9999,1.5687
6102,6,1.8614,2.6766
6103,7,107.2954,0.9792
6104,8,309.9212,1.4036
6105,9,508.0952,1.322
6106,10,665.194,2.1191
6107,11,782.7367,2.899
6108,12,846.7273,3.019
6109,13,837.9135,3.5486
6110,14,763.7317,2.7664
6111,15,629.077,2.8592
6112,16,452.5905,2.9853
6113,17,256.1805,2.5102
6114,18,55.3885,1.6385
6115,19,-15.7889,1.2347
6116,20,-8.0775,1.6174
6117,21,-2.9848,4.248
6118,22,-2.0693,4.1601
6119,23,-3.5161,3.8083
6120,0,-3.9241,1.7987
6121,1,-2.4838,3.551
6122,2,-2.1154,3.3078
6123,3,-2.0496,2.2732
6124,4,3.7365,7.1924
6125,5,0.4667,9.717
6126,6,4.222,9.1692
6127,7,100.5943,6.6314
6128,8,281.798,4.0019
6129,9,511.2692,4.0558
6130,10,670.0133,5.8368
6131,11,792.9447,8.3752
6132,12,776.4898,8.3515
6133,13,662.8027,8.3754
6134,14,656.1908,7.7536
6135,15,500.9993,7.8474
6136,16,265.7002,8.6835
6137,17,169.9417,5.9869
6138,18,47.0827,2.9024
6139,19,-7.3182,2.3586
6140,20,-4.7007,1.2842
6141,21,-4.6883,2.3379
6142,22,-2.0826,2.3316
6143,23,-1.7796,2.8437
6144,0,-2.9708,3.1518
6145,1,-3.1108,4.3265
6146,2,-3.1904,4.9462
6147,3,-0.0007,7.6983
6148,4,-1.5804,8.0661
6149,5,-4.3045,5.6426
6150,6,-2.6872,1.4843
